contrast_0,contrast_45,contrast_90,contrast_135,energy_0,energy_45,energy_90,energy_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,red,green,blue,label
148.23004016062475,242.62973177855108,167.35588755018134,238.35017177145218,0.0259806494386809,0.02399124085495033,0.02474833963791433,0.0232450720842586,0.20831914451451775,0.17968921016984926,0.19003856093967553,0.1702853414663589,6.390136546183907,7.952065289270276,6.85991967871398,8.236915533621216,0.8927559745352032,0.8244789442911401,0.8791743154614817,0.8275745651144852,119.919952,84.648528,181.9548,Kuda
77.57026506023557,175.5247334720529,94.92416064256275,97.46654086224521,0.02849303597624349,0.025011654032386862,0.027127700426860038,0.026593689562108506,0.21121412161496633,0.17288551537799565,0.19588784119258257,0.187388025782816,5.338907630521661,7.647634715569478,5.93228915662596,6.131175303624417,0.928483499759304,0.837875994316888,0.9125052846282147,0.9099757243332258,122.18512,84.748768,194.408576,Kuda
99.87979116465112,142.78353574942963,99.91214457830607,188.53476556830714,0.021617637914341518,0.020718178422108463,0.021993945012198948,0.019364191309608064,0.1860697986029511,0.1742071809984346,0.19216233778868136,0.15490378247854653,6.427068273091818,7.5018790019518935,6.377333333332799,8.6334091385627,0.9471120372186541,0.9244128686176444,0.9471388459886699,0.9001946847958593,130.662016,99.693056,194.536368,Kuda
24.78319678714798,27.793567845679846,20.019903614457508,35.68485992161464,0.026512614490413682,0.026403888649144138,0.02716989730016096,0.024653544388569374,0.24134523710643102,0.23823826758667352,0.2528287021805348,0.21031834242150702,3.702554216867346,3.8533733326882413,3.438795180722796,4.428622118998128,0.9833224422528878,0.981269845476776,0.986539412537917,0.9759520833197534,107.169264,77.949552,170.81984,Kuda
330.07937349393626,386.35301043535145,154.95577510038447,359.86087321175734,0.02369881934106861,0.02249315864694677,0.024861315303679864,0.023005218573360627,0.1677649586648979,0.15223375451995458,0.18337936969234572,0.16365624025090927,9.092353413653447,9.845373461719165,7.033654618473072,9.872550442735585,0.7200123852952299,0.6724515624018959,0.8684918531609699,0.6949192640944725,108.123632,74.638336,168.562336,Kuda
186.67669076303125,368.40223544784635,221.99437751001605,219.19927097952123,0.02485035161042241,0.022072853695937047,0.024576024252283772,0.024088336005163958,0.17594467809715988,0.1442802026081834,0.17612428916368736,0.17142401448520359,7.407164658633696,10.156110385317097,7.992706827308258,8.24693150110535,0.8320871415900035,0.6683089984981513,0.7998137359722024,0.8026440882679909,103.705472,70.091408,165.298752,Kuda
48.972899598390974,81.25189916291696,53.99262650602127,67.72768181158547,0.026905690753074134,0.024679150666086593,0.026382345016668668,0.02611849852135514,0.2040479689886782,0.17533572664178113,0.19820250809451012,0.19435016658045864,4.8705060240961435,6.039467105369453,5.036224899598098,5.436041354171889,0.958131578097109,0.9303947833031874,0.9538461669626491,0.9419773545219313,115.035056,81.514064,173.68512,Kuda
74.7141847389497,114.36099417751623,71.43450602409052,120.3306398283926,0.024190992323819743,0.02213964947479785,0.023124652831022625,0.02182423424742987,0.20569031001678992,0.17509443994827212,0.18959924542669893,0.17383478400624788,5.414393574296713,6.665473137530369,5.590875502007548,6.839438073579835,0.9505777660020177,0.9244325800840832,0.9527174796496003,0.9204878102240572,120.386112,83.61672,195.723056,Kuda
23.43196787148533,34.32468831148002,18.291437751003652,22.017919065821555,0.027501900123647807,0.025676891234036294,0.028251742121295158,0.027283704745469237,0.24841747890398064,0.22094654991322663,0.25896126231095723,0.24590836265996685,3.6064899598391977,4.283882518024001,3.3059598393573397,3.5734101062886676,0.9819848173489094,0.9736212724288533,0.9859150262798693,0.9830783827809997,115.252336,84.155632,189.070112,Kuda
47.60308433734718,121.72543991225929,101.00094779115727,118.81111594974276,0.024431374298803404,0.021301281607713312,0.02198632001426762,0.02155683855578402,0.21896070944498608,0.17235063200166975,0.1811735098400255,0.17447415968590085,4.710843373493734,7.048773406880729,6.465076305220314,6.902437057466981,0.9776521681030735,0.9429888412579822,0.9526821760679173,0.9443535072793088,138.843584,110.419872,213.960336,Kuda
34.292738955821804,41.71692392058258,23.093734939758473,52.853002370930895,0.022392779136919592,0.0211772251954589,0.023908364169470814,0.020810985349540727,0.24358062818554763,0.21990067314863412,0.26591802179075213,0.21874841134983655,4.025590361445583,4.539104207996732,3.4497510040159254,4.828002774148888,0.9862534599763025,0.9832871448328265,0.9907620987251217,0.9788257964859387,131.32864,99.132608,208.171248,Kuda
22.35749397590305,36.23377042305819,29.047791164657855,36.383897033919624,0.022516504701754217,0.02066536337981609,0.02168377192147324,0.020966342947782157,0.24681255283876696,0.21306135123015404,0.23494240820348902,0.2203046259889687,3.5759036144577054,4.41944484766382,3.9615903614456376,4.34876856824901,0.9919335108689673,0.9869241523610369,0.9895128775668477,0.986870460109644,104.049232,73.917552,172.011104,Kuda
54.987228915658854,64.32772052063982,41.27738152610197,72.96187158271802,0.02271646694265862,0.021838059645218105,0.0228078225839251,0.021611576656823943,0.19976482766979778,0.18480998920761407,0.1992192329650447,0.18041047092172005,5.015662650602057,5.493669456944414,4.727341365461607,5.718988403413149,0.9732352959630929,0.9687305103915764,0.9799556259369492,0.9645343259102739,93.350048,62.089824,168.83432,Kuda
26.67535742971803,49.89924356058929,37.48547791164503,41.84961532878647,0.02722090841973981,0.024644431294298108,0.02573056232794515,0.025457689366741698,0.24978681121140284,0.21323787153827134,0.2299399739825403,0.22635108554636885,3.6011726907629047,4.547684714762766,4.077991967871315,4.273189142110731,0.9803062954517201,0.9632002722269518,0.9723589776590518,0.9691367141466398,105.790672,77.51048,170.158,Kuda
23.44297188754957,27.29983387364714,21.835180722891014,31.106659570006883,0.023993875661445986,0.023468823841724752,0.024255320560128107,0.022598389769064364,0.24466648380369702,0.23473826965056346,0.24690085739077652,0.22096878309286333,3.636385542168552,3.870566603764515,3.5611244979918864,4.169061789326008,0.9891274343190218,0.9873004751958181,0.9898209050322554,0.9855291679653162,128.267088,102.027728,193.852256,Kuda
50.223951807225845,113.57863582845575,101.17697991966988,126.21206109579083,0.02790117280589493,0.025888907534521145,0.025864845680823766,0.025047772788610582,0.21715508898117347,0.19054128919304306,0.1937200491048643,0.18313873422936716,4.727566265059916,6.315333623651514,6.079855421686212,6.685343784777973,0.9583177377308252,0.90538786398057,0.9161459564989816,0.8948508149701669,112.870576,83.428128,191.450544,Kuda
35.274891566263264,45.632005935389735,32.734425702809396,49.055660392576215,0.021999453081200483,0.021264830337084352,0.022504888906124305,0.021406250116484442,0.23402369646702448,0.21857095468551452,0.23710045943189528,0.21662741653950118,4.1439678714857004,4.589184045418764,3.9925461847386687,4.700343542846272,0.9895569504746341,0.986454811382314,0.9903124497350326,0.985438992828485,103.756672,76.08752,181.405744,Kuda
152.29204819275432,165.99416138450738,106.72933333332168,233.19501298368428,0.020074926182860862,0.01984408640700426,0.021241968796866042,0.018619652784086997,0.19315610751516318,0.18626510646915737,0.20845059649582398,0.17141853639738414,6.603309236947051,6.899598393574779,5.681815261043537,8.056579732585478,0.9315811072230059,0.9250021822065984,0.951871872864272,0.8946399589823006,111.336352,77.180368,186.605264,Kuda
46.19442570280882,58.95753294301963,29.936690763050848,48.235592974308965,0.026838460515749042,0.026037960713541836,0.02855431063196602,0.027130265539562527,0.21013326153973277,0.1974976646417995,0.23416599337979116,0.21146441257108942,4.637767068272833,5.144271866582956,3.9431164658632234,4.690843696069572,0.9718598638506011,0.9638658978084187,0.9817149686847344,0.9704376799987197,106.786304,70.4332,164.31552,Kuda
34.886056224897736,46.65695714585468,37.38277911646318,55.364381219660444,0.023286366544760937,0.022527255848522186,0.02356905998762263,0.022156383731888614,0.21273881617688348,0.19902679819155575,0.21528954538334846,0.1932461981941148,4.383566265060028,4.875953613651542,4.376128514055948,5.184674440735003,0.982985840976994,0.9771508592557633,0.9816826526571995,0.9728859758929436,108.781008,73.020544,177.58536,Kuda
138.4548112449626,84.99080659989527,55.463710843368254,218.44739600976976,0.020028211904920497,0.020691624315301055,0.021823395163040448,0.018920159974190335,0.21802034968260942,0.22685527131754984,0.24619156960042624,0.19641629021812207,6.2377188755012085,5.2639312269159575,4.47617670682685,7.6807632134970945,0.958122749409573,0.9742086177289927,0.9831533238329918,0.9337105193692904,100.308864,65.700624,167.960304,Kuda
